389	transmilenio	NOUN	O
389	motorizado	ADJ	O
389	atropella	VERB	O
389	a	ADP	O
389	persona	NOUN	O
389	mayor	ADJ	O
389	al	ADP	O
389	pasar	VERB	O
389	con	ADP	O
389	la	DET	O
389	luz	NOUN	O
389	verde	ADJ	O
389	en	ADP	O
389	la	DET	O
389	Caracas	PROPN	B-loc
389	con	ADP	I-loc
389	48	NUM	I-loc

904	Hueco	PROPN	O
904	causa	VERB	O
904	accidentalidad	NOUN	O
904	Cra	PROPN	B-loc
904	.	PUNCT	I-loc
904	68	NUM	I-loc
904	c	SYM	I-loc
904	10	NUM	I-loc
904	-16	NUM	I-loc
904	sur	NOUN	I-loc
904	,	PUNCT	O
904	Bogotá	PROPN	O

706	Trancón	PROPN	O
706	en	ADP	O
706	la	DET	O
706	Boyaca	PROPN	B-loc
706	con	ADP	I-loc
706	118	NUM	I-loc
706	hacia	ADP	O
706	el	DET	O
706	norte	NOUN	O
706	por	ADP	O
706	accidente	NOUN	O
706	con	ADP	O
706	moto	NOUN	O
706	dos	NUM	O
706	carros	NOUN	O
706	.	PUNCT	O

540	*	SYM	O
540	Accidente	NOUN	O
540	con	ADP	O
540	lesiones	NOUN	O
540	*	SYM	O
540	Por	ADP	O
540	la	DET	O
540	avenida	NOUN	B-loc
540	Boyacá	PROPN	I-loc
540	con	ADP	I-loc
540	calle	PROPN	I-loc
540	72	NUM	I-loc
540	Sur	PROPN	I-loc
540	en	ADP	O
540	sentido	NOUN	O
540	sur	ADJ	O
540	-	PUNCT	O
540	norte	NOUN	O
540	chocan	VERB	O
540	un	DET	O
540	bus	NOUN	O
540	de	ADP	O
540	servicio	NOUN	O
540	público	ADJ	O
540	y	CCONJ	O
540	una	DET	O
540	motocicleta	NOUN	O
540	,	PUNCT	O
540	una	DET	O
540	persona	NOUN	O
540	lesionada	ADJ	O

138	Accidentes	NOUN	O
138	en	ADP	O
138	la	DET	O
138	noche	NOUN	O
138	bogotana	ADJ	O
138	-	PUNCT	O
138	Un	DET	O
138	carro	NOUN	O
138	particular	ADJ	O
138	que	PRON	O
138	transitaba	VERB	O
138	en	ADP	O
138	contravía	NOUN	O
138	se	PRON	O
138	incendió	VERB	O
138	luego	ADV	O
138	de	ADP	O
138	estrellarse	NOUN	O
138	contra	ADP	O
138	un	DET	O
138	bus	NOUN	O
138	en	ADP	O
138	la	DET	O
138	cll	NOUN	B-loc
138	.	PUNCT	I-loc
138	100	NUM	I-loc
138	con	ADP	I-loc
138	cr	NOUN	I-loc
138	.	PUNCT	I-loc
138	séptima	ADJ	I-loc
138	.	PUNCT	O
138	-	PUNCT	O
138	Dos	NUM	O
138	SITP	PROPN	O
138	colisionaron	VERB	O
138	al	ADP	O
138	estrellarse	NOUN	O
138	contra	ADP	O
138	el	DET	O
138	separador	NOUN	O
138	,	PUNCT	O
138	en	ADP	O
138	un	DET	O
138	aparente	ADJ	O
138	exceso	NOUN	O
138	de	ADP	O
138	velocidad	NOUN	O
138	.	PUNCT	O
138	arriba	ADV	O
138	bogota	ADJ	O

951	Cll	PROPN	B-loc
951	53	NUM	I-loc
951	por	ADP	I-loc
951	50	NUM	I-loc
951	choque	NOUN	O
951	entre	ADP	O
951	moto	NOUN	O
951	y	CCONJ	O
951	bus	NOUN	O
951	del	ADP	O
951	SITP	PROPN	O
951	dos	NUM	O
951	personas	NOUN	O
951	lesionadas	ADJ	O
951	,	PUNCT	O
951	una	DET	O
951	de	ADP	O
951	ellas	PRON	O
951	trasladada	VERB	O

1023	bus	NOUN	O
1023	z50	NOUN	O
1023	7030	NUM	O
1023	está	VERB	O
1023	en	ADP	O
1023	accidente	NOUN	O
1023	de	ADP	O
1023	tránsito	NOUN	O
1023	con	ADP	O
1023	lesionado	ADJ	O
1023	Avenida	PROPN	B-loc
1023	calle	PROPN	I-loc
1023	68	NUM	I-loc
1023	100	NUM	O
1023	metros	NOUN	O
1023	antes	ADV	O
1023	de	ADP	O
1023	llegar	VERB	O
1023	a	ADP	O
1023	la	DET	O
1023	avenida	NOUN	B-loc
1023	carrera	NOUN	I-loc
1023	68	NUM	I-loc
1023	sentido	NOUN	O
1023	oriente	NOUN	O
1023	Occidente	PROPN	O
1023	transito	ADJ	O
1023	policia	NOUN	O
1023	bogotatransito	ADJ	O
1023	sectormovilidad	NOUN	O
1023	transitobta	ADJ	O

62	Av	NOUN	B-loc
62	Cali	PROPN	I-loc
62	X	PROPN	I-loc
62	76a	NUM	I-loc
62	de	ADP	O
62	norte	NOUN	O
62	a	ADP	O
62	sur	NOUN	O
62	choque	NOUN	O
62	simple	ADJ	O
62	de	ADP	O
62	mini	NOUN	O
62	van	NOUN	O
62	y	CCONJ	O
62	moto	NOUN	O
62	.	PUNCT	O
62	Se	PRON	O
62	solicita	VERB	O
62	transito	NOUN	O

945	5:35	NUM	B-time
945	AV	PROPN	B-loc
945	AMERICAS	PROPN	I-loc
945	X	PROPN	I-loc
945	CRA	PROPN	I-loc
945	68	NUM	I-loc
945	B	PROPN	I-loc
945	OC-OR	PROPN	O
945	:	PUNCT	O
945	Se	PRON	O
945	presenta	VERB	O
945	incidente	NOUN	O
945	vial	ADJ	O
945	entre	ADP	O
945	dos	NUM	O
945	particulares	NOUN	O
945	.	PUNCT	O

942	Accidente	NOUN	O
942	de	ADP	O
942	tres	NUM	O
942	buses	NOUN	O
942	duales	ADJ	O
942	en	ADP	O
942	carrera	NOUN	B-loc
942	Séptima	PROPN	I-loc
942	con	ADP	I-loc
942	calle	NOUN	I-loc
942	34	NUM	I-loc
942	,	PUNCT	O
942	sentido	NOUN	O
942	sur	NOUN	O
942	-	PUNCT	O
942	norte	NOUN	O
942	.	PUNCT	O
942	Dos	NUM	O
942	personas	NOUN	O
942	lesionadas	ADJ	O
942	.	PUNCT	O
942	Flota	PROPN	O
942	sale	VERB	O
942	al	ADP	O
942	carril	NOUN	O
942	mixto	ADJ	O
942	en	ADP	O
942	estación	NOUN	B-loc
942	San	PROPN	I-loc
942	Diego	PROPN	I-loc
942	transmilenio	NOUN	O
942	bogotatransito	ADJ	O
942	caracolradio	ADJ	O

831	Accidente	NOUN	O
831	en	ADP	O
831	la	DET	O
831	calle	NOUN	B-loc
831	128	NUM	I-loc
831	con	ADP	I-loc
831	autopista	NOUN	I-loc
831	Norte	PROPN	I-loc
831	,	PUNCT	O
831	en	ADP	O
831	la	DET	O
831	noche	NOUN	B-time
831	del	ADP	I-time
831	sábado	NOUN	I-time
831	.	PUNCT	O
831	Un	DET	O
831	furgón	NOUN	O
831	impactó	VERB	O
831	contra	ADP	O
831	la	DET	O
